id,song_spotify,artist_spotify,album,release_date,popularity
2ccuOtUjIyx3tPcsnpeBzJ,Flower Shops (feat. Morgan Wallen),ERNEST,Flower Shops (feat. Morgan Wallen),2021-12-31,68
4wH7ZoqgETaACS9BlUkvuY,Fingers Crossed,Lauren Spencer Smith,Mirror,2023-07-14,75
3oRW9ZGPRbLRMneQ5lwflt,Waiting On A Miracle,Stephanie Beatriz,Encanto (Original Motion Picture Soundtrack),2021-11-19,67
5rohUzwEoRsUvAA1Bf3DLo,Dos Oruguitas,Sebastian Yatra,Encanto (Original Motion Picture Soundtrack),2021-11-19,67
77oKig47u34qCCFWKMfu1e,AA,Walker Hayes,AA,2021-11-19,58
7xMFk2Vj2hALyMdzHFopJl,Home Sweet,Russell Dickerson,Home Sweet,2020-06-26,53
5EDtmgwR1lDmDGLZraNpJg,Come Back as a Country Boy,Blake Shelton,Come Back As A Country Boy,2021-10-01,51
1tmsPlyvzDETLv08Wp5cuY,Black Ball,YoungBoy Never Broke Again,From The Bayou,2021-12-10,59
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,I Love You So,2014-11-28,89
7yRJMLG9ja0fBVVEmV6vcT,Never Wanted To Be That Girl,Carly Pearce,29: Written In Stone,2021-09-17,56
52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,Carolina Gaitán - La Gaita,Encanto (Original Motion Picture Soundtrack),2021-11-19,76
760jhRscwGbIIe1m1IIQpU,Surface Pressure,Jessica Darrow,Encanto (Original Motion Picture Soundtrack),2021-11-19,72
186NCtNk1tUYS7c2DxgJ7O,Christmas Tree,V,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",2021-12-24,72
3ncmoWTwJgx63LwMTyBCXf,Hrs & Hrs,Muni Long,Public Displays Of Affection: The Album,2022-09-23,75
3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,Emmy Meli,I AM WOMAN,2021-11-19,70
6ElfCM1XppU0YWkkFYh4s2,Pressure,Ari Lennox,Pressure,2021-09-10,52
19ZzEzb4BVK1wVO4brrmZz,Beers On Me,Dierks Bentley,Beers On Me,2021-07-29,70
4PuAqZlL1tkidkuxfDlLbF,23,Sam Hunt,23,2021-09-09,68
7qTaDOcld0VmBWXnkbUj45,Broadway Girls (feat. Morgan Wallen),Lil Durk,7220 (Reloaded),2022-03-10,74
4C8N0DioyIMwucrkh66uhG,Linus And Lucy,Vince Guaraldi Trio,Jazz for Peanuts - A Retrospective of the Charlie Brown Television Themes,2008-01-01,15
6NQchnlpozM5o4n6WfDznd,Christmastime Is Here - Instrumental,Vince Guaraldi Trio,The Weather Channel Presents: Winter Wonderland,2008-01-01,10
2lUDBd7JrgAMltcp6dcd7D,25 million,Roddy Ricch,LIVE LIFE FAST,2021-12-17,57
4zHDuDQx8dcWVmVVtyIzRO,Christmas Isn't Canceled (Just You),Kelly Clarkson,When Christmas Comes Around...,2021-10-15,38
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Roddy Ricch,Please Excuse Me for Being Antisocial,2019-12-06,70
7FCDmAel69bzxRkOxbh2dB,hibachi (feat. Kodak Black & 21 Savage),Roddy Ricch,LIVE LIFE FAST,2021-12-17,59
0qHPxjC83zQYcxe39xSShx,thailand,Roddy Ricch,LIVE LIFE FAST,2021-12-17,52
20on25jryn53hWghthWWW3,Do It To It,ACRAZE,Do It To It,2021-08-20,80
59bY27SZQ4r25o02vqOhgC,Girl Of My Dreams (with SUGA of BTS),Juice WRLD,Fighting Demons (Deluxe),2022-03-18,66
1X8E4vVoOM3BpSQlEDSjjM,Burn,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,70
7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),2011-01-01,64
1foCxQtxBweJtZmdxhEHVO,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,Heavenly Eartha,2002,45
45ttRl8uNtJkop7r9dmP4e,Feline (with Polo G & Trippie Redd),Juice WRLD,Fighting Demons (Deluxe),2022-03-18,67
2aaUTdC6YQqEZiQEk8wPxK,Rockstar In His Prime,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,62
0veO6y9anwdVTaRuW7y8NJ,You Wouldn't Understand,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,61
1GydGCPNYJnCziQZBLE85q,Doom,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,62
6LhB5o2iWjJgNHqock5H3b,Go Hard 2.0,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,60
55ZNNY6D8FkNFAlVceAwIZ,Not Enough,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,63
7uLFOXgLrS90tEYPO1DGXy,Man in the Mirror,A Boogie Wit da Hoodie,B4 AVA,2021-12-10,66
4HDQt6Lepj3HpxypbG30Hz,From My Window,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,65
26bkmabhSByGuQgWUqB37J,Relocate,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,59
7Jc01x8pxVqgVGxn5jrwui,Feel Alone,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,59
2aJnyNu4PQxQ2lyj5boiMG,I Hate U,SZA,SOS,2022-12-09,75
2DQayQSTaomynGyTLXzGs0,Wandered To LA (with Justin Bieber),Juice WRLD,Fighting Demons (Deluxe),2022-03-18,63
2QIBJFl8DJR1mDh9GwfZef,Don’t Play (with Lil Baby),Polo G,Hall of Fame 2.0,2021-12-03,57
3bH2Eu9A9ymI4UnGHRmoXg,Merry Christmas,Ed Sheeran,Merry Christmas,2021-12-03,58
2HHLfzE7PkljuqyYU4vwmh,Me or Sum (feat. Future & Lil Baby),Nardo Wick,Who is Nardo Wick?,2021-12-03,66
4dZTNKRngStyYNueXCO2FR,Young N Dumb,Polo G,Hall of Fame 2.0,2021-12-03,52
4O3bINhkGghgoKsOCr2HNz,Start Up Again (with Moneybagg Yo),Polo G,Hall of Fame 2.0,2021-12-03,55
6SiKqI0vm3N5NBjdgM2V9m,I'll Be Home For Christmas,Camila Cabello,I'll Be Home For Christmas,2022-11-04,34
0tkgmjBMU6qSxolAKB3f2H,MERCEDES,Brent Faiyaz,MERCEDES,2021-12-03,65
5Y3ID1NKAg8qydyVCrM7ji,Partin Ways,Polo G,Hall of Fame 2.0,2021-12-03,66
5gUiTylvifZnUrynE4FFPu,By Your Side,Rod Wave,Beautiful Mind,2022-08-12,68
4pA2WvPVvl3VcrQXeaB4qZ,Pick Out A Christmas Tree,Dan + Shay,Pick Out A Christmas Tree,2022-11-11,29
7r7j12XctfJqZWXsy1Zq9L,Christmas Tree Farm (Old Timey Version),Taylor Swift,Christmas Tree Farm (Old Timey Version),2021-11-22,42
53UMRr4KOgZP5Ins0aGlhs,Always Been You,Jessie Murph,drowning,2023-02-10,72
3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,30,2021-11-19,76
6v0UJD4a2FtleHeSYVX02A,I Drink Wine,Adele,30,2021-11-19,74
2DuPBbS5mIldXnh7Wum8Cy,My Little Love,Adele,30,2021-11-19,64
6w8ZPYdnGajyfPddTWdthN,Can I Get It,Adele,30,2021-11-19,69
10ImcQk9tihY1EKMDIbvXJ,To Be Loved,Adele,30,2021-11-19,65
13CVSGLSFl4UxpDVR6u3dq,Strangers By Nature,Adele,30,2021-11-19,61
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,30,2021-11-19,62
6bGMSP3H9YqkmaLnaJTIoF,Hold On,Adele,30,2021-11-19,63
1EQFOouqdKYdpbNoOHRVO2,abcdefu (angrier),GAYLE,abcdefu (angrier),2021-09-24,66
496vIKS2INz840xZaKncvR,All Night Parking (with Erroll Garner) Interlude,Adele,30,2021-11-19,65
2c6xRsQBv7pynuhYhWoHxo,Woman Like Me,Adele,30,2021-11-19,61
2j3GxEsbNYNeEzz86wDY4J,Love Is A Game,Adele,30,2021-11-19,63
0nnsBvdSmaGfphj44qiFRl,God's Country,State of Mine,God's Country,2021-11-19,56
3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,Mercury - Acts 1 & 2,2022-07-01,82
0ysCB1Jg4hli0XlEWlipo7,Heart On Fire,Eric Church,Heart,2021-04-16,58
3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,74
5lFDIbYMcFHPPgzMcnPqSz,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,55
1hB3M3POeKMLxcEFEvPeqU,Already Dead,Juice WRLD,Fighting Demons (Deluxe),2022-03-18,69
3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2006-01-29,76
4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,78
01K4zKU104LyJ8gMb7227B,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,74
3z6XUommYDWPHeFhmhhT6j,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,72
6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,78
4IQkfUsrwXol38VV3U7t7T,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,68
62l3NSQPUxvcwwzKUmysrE,Bad Man (Smooth Criminal),Polo G,Hall of Fame 2.0,2021-12-03,66
4OmFmE0fzcMG6g0Y8p4eSD,Better Man (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,71
3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,78
6TpyujRefwsflWFXbmjVpj,Doin' This,Luke Combs,Growin' Up,2022-06-24,66
3S7HNKPakdwNEBFIVTL6dZ,Treacherous (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,69
5YqltLsjdqFtvqE7Nrysvs,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,79
2r9CbjYgFhtAmcFv1cSquB,I Almost Do (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,68
6pYNq0ZwpPVazKzsqpf0G8,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,73
20AGlD7Dnu3c6bbqNJLJeo,Everything Has Changed (Originally Performed by Taylor Swift & Ed Sheeran) [Karaoke Version],Pop Voice Nation,"Karaoke 2015: The Ultimate New Year's Party Hit Mix Featuring Backing Tracks to Hits by Miley Cyrus, London Grammar, Lana Del Rey, Britney Spears, & More!",2014-11-17,0
0y6kdSRCVQhSsHSpWvTUm7,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Taylor Swift,Red (Taylor's Version),2021-11-12,70
6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,75
3jiKUMXqwEodB7gVv1RMZU,After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,An Evening With Silk Sonic,2021-11-11,74
0v4z1tuZvn6LGknom9Qx7d,Babe (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,71
2kpoReN3MY7I0tSF902n0z,Blast Off,Bruno Mars,An Evening With Silk Sonic,2021-11-11,59
7J4b3LVCIGO4CMBDFLPoP6,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,68
05GsNucq8Bngd9fnd4fRa0,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,70
5f7UJCMrA1VRLvbPrq1h0G,Put On A Smile,Bruno Mars,An Evening With Silk Sonic,2021-11-11,60
3oGVx9RBmiYGv5ZCecWLkx,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version),2021-11-12,67
3a6FcTyvSf0ED3VXeH3PJ5,Fly As Me,Bruno Mars,An Evening With Silk Sonic,2021-11-11,61
0NRHj8hDwwmSPaA41o379r,The Moment I Knew (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,67
4e5ayHsOLJNLTGfjau2mEw,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,66
73qMN9bXy7MSPwwGfH3wQr,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,68
4pNApnaUWAL2J4KO2eqokq,Come Back...Be Here (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,70
7A2cNLRT0YJc1yjxHlKihs,Starlight (Taylor's Version),Taylor Swift,Red (Taylor's Version),2021-11-12,66
6Y46tOTRhkBamosyuWa6YX,LA FAMA,ROSALÍA,MOTOMAMI,2022-03-18,76
00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),Post Malone,One Right Now,2021-11-05,73
3xVZYkcuWalGudeKl861wb,Smokin Out The Window,Bruno Mars,An Evening With Silk Sonic,2021-11-11,74
4R67rQNSbbsR4TdUVOIdez,ESCAPE PLAN,Travis Scott,ESCAPE PLAN / MAFIA,2021-11-05,70
08SB2OtZkaliju77WYEKxk,No Love (with SZA),Summer Walker,Still Over It,2021-11-05,76
5cwnxz6QPfbOf731UPqphs,Bitter - Narration By Cardi B,Summer Walker,Still Over It,2021-11-05,53
08F16baYbciTva9P4BvpiI,MAFIA,Travis Scott,ESCAPE PLAN / MAFIA,2021-11-05,69
21DN44aYlSoyfOQcboC0IP,Throw It Away,Summer Walker,Still Over It,2021-11-05,61
5xGqh5mjKgOhp9TOlFeCcJ,Reciprocate,Summer Walker,Still Over It,2021-11-05,55
33LpHZI6h0rloIfFlGxtOT,Toxic - Slowed and Reverb Edit,YOUNGX777,Toxic (Slowed and Reverb Edit),2023-01-25,63
081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),Summer Walker,Still Over It,2021-11-05,61
1luvsaicSpNDRLgOtRZxWO,Constant Bullshit,Summer Walker,Still Over It,2021-11-05,57
7gpIj4wMeTKptFxetrNKzY,You Don’t Know Me,Summer Walker,Still Over It,2021-11-05,51
3pcxxaUxAMSfz2zgetHydD,Insane,Summer Walker,Still Over It,2021-11-05,61
2vdposMtmLoanI0pflut4F,Circus,Summer Walker,Still Over It,2021-11-05,51
3WSBP6JEf4Y2aKD2swQ8AG,4th Baby Mama,Summer Walker,Still Over It,2021-11-05,53
5Mv7yjian35AddlklJgg1v,Switch A Nigga Out,Summer Walker,Still Over It,2021-11-05,61
6xRnDd8w5GkPTOiHC7zxsb,Closure,Summer Walker,Still Over It,2021-11-05,52
1k7Sn04nBNcLKbSwORsFgJ,Session 33,Summer Walker,Still Over It,2021-11-05,60
3QR92iEfcnqgVFsOr2pCGz,Screwin (with Omarion),Summer Walker,Still Over It,2021-11-05,46
2nICPEP27G5i4pb69k9cvL,Broken Promises,Summer Walker,Still Over It,2021-11-05,51
6hDgNvgXstF65ymjGlxpky,Dat Right There (with Pharrell Williams & The Neptunes),Summer Walker,Still Over It,2021-11-05,50
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),2021-09-16,75
1fff5nZGyRJtFLkOrSSwOU,Slow Down Summer,Thomas Rhett,Slow Down Summer,2021-11-05,52
1z7LV5wkExwW8YJk0IrPUA,Jumpin (feat. Polo G),NLE Choppa,Jumpin (feat. Polo G),2021-11-05,60
4A8cWXxKfIL3lAyUDzXbCF,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,2021-10-30,71
2xO2QX9rUvbpWyP6G2KqLK,Me & My Mummy,"Bobby ""Boris"" Pickett",The Original Monster Mash,1962,9
3m0y8qLoznUYi73SUBP8GI,Ghostbusters,Ray Parker Jr.,Ghostbusters (Original Motion Picture Soundtrack) [2016],2016-07-15,67
4btFHqumCO31GksfuBLLv3,Overpass Graffiti,Ed Sheeran,=,2021-10-29,70
2H2379xRxgQVvcOSoL8Ajr,Somebody's Watching Me,Rockwell,Body By Jake: Randy Couture Workout Mix (BPM 104-144),2012-02-01,56
5MAnH0CFbD13INQBsnKI9y,Demon High,Lil Uzi Vert,Demon High,2021-10-29,51
1hiouKTKyZ7CcKWAoofkkg,Rap Freaks,Yung Miami,Rap Freaks,2021-10-29,35
4V5Dv8IjHNTk2YJzU9vgsW,Eat It,Megan Thee Stallion,Something for Thee Hotties,2021-10-29,56
135Lf4Q0CzlMNfOxbEUsLH,Ghost Town,Benson Boone,Ghost Town,2021-10-15,79
0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),Swedish House Mafia,Paradise Again,2022-04-15,80
3SZc0j8zRttWPfXPKraJtS,Let's Go Brandon,Bryson Gray,Us vs the Industry,2022-01-28,22
25GyyK9CyZRiDCsPY51fIT,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock),2021-10-22,65
4c7LkE1lSNj3RR4cZo0jEi,Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo,A Gangsta’s Pain: Reloaded,2021-10-22,57
0wi5NYT0upjIHOG4FWSqdH,Poke It Out (feat. J. Cole),Wale,Folarin II,2021-10-22,44
0BFGDkrXAneskCJdudSCro,Scorpio,Moneybagg Yo,A Gangsta’s Pain: Reloaded,2021-10-22,60
6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,Latto,Big Energy,2021-09-24,68
1yRke3PmsyFrYlFZOAkABk,half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,kelsea,2020-03-20,65
7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,LALISA,2021-09-10,76
5Ykc3Wr4L4wef5QDdaaxM7,To Be Loved By You,Parker McCollum,To Be Loved By You,2021-01-01,55
4KDNRh9Oor80z3XIxdWlui,Bubbly (with Drake & Travis Scott),Young Thug,Punk,2021-10-15,68
52nTQQahs46s1iHFQ3Wv5Q,Pissed Me Off,Lil Durk,Pissed Me Off,2021-10-15,52
36fpGAf7yaHajJP2QhHsPF,Lets Go Brandon,Loza Alexander,Lets Go Brandon,2021-10-12,44
1De7cOMrdUnVpjWBaowMg4,Ex For A Reason (with JT from City Girls),Summer Walker,Still Over It,2021-11-05,66
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,Better Days (NEIKED x Mae Muller x Polo G),2021-09-24,74
7zjEyeBsaw9gV0jofJLfOM,Livin It Up (with Post Malone & A$AP Rocky),Young Thug,Punk,2021-10-15,65
0uqsdBw9KvD8jSWmfMmMAp,Stressed (with J. Cole & T-Shyne),Young Thug,Punk,2021-10-15,48
1XRzIGsdYaLi0jHeGlcHGP,Rich Nigga Shit (with Juice WRLD),Young Thug,Punk,2021-10-15,52
4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,Coldplay,Music Of The Spheres,2021-10-15,70
6HIIuuUIEzH1meVdGbMXyf,Ya Supérame (En Vivo),Grupo Firme,Ya Supérame (En Vivo),2021-08-13,75
03kozlqpm5twrblZia0m9j,Peepin Out The Window (with Future & Bslime),Young Thug,Punk,2021-10-15,48
7ACW7VpgoKmfM1sKo15UhX,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,Who is Nardo Wick?,2021-12-03,68
04x1x0L8BYyIv1XlcJxWfi,Lo Siento BB:/,Tainy,DATA,2023-06-29,73
25r6MZ4Gtd76l43qnZI1DG,Flocky Flocky (feat. Travis Scott),Don Toliver,Life of a DON,2021-10-08,65
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,Easy On Me,2021-10-14,81
1DNA2z7Txysjk3cNz2nDLm,WFM,RealestK,WFM,2021-10-06,61
15npbUjCgwt2lRvyrJvyxw,Tequila Little Time,Jon Pardi,Heartache Medication,2019-09-27,62
5tcZx2mz64HvI6MKIYjXoD,Freedom Was A Highway,Jimmie Allen,Bettie James Gold Edition,2021-06-25,57
5SulrwmIUDbU5TQQtoYHhL,Like A Lady,Lady A,What A Song Can Do (Chapter One),2021-06-25,48
0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,74
4k3lPl8YTKuY8c1HelVnm3,'Til You Can't,Cody Johnson,Human The Double Album,2021-10-08,74
5nhW8I46uDE5sc5ouEbzao,Who's In Your Head,Jonas Brothers,Who's In Your Head,2021-09-17,57
4Ec0q0j8hRTCX4QQ5MiHSX,Just About Over You,Priscilla Block,Just About Over You,2020-09-30,51
4s7TIubkdsgdtDEDFEAYVL,Intro (Hate on Me),Meek Mill,Expensive Pain,2021-10-01,48
5qyZ6LcHvBiIHLaoED8K4g,Hot (feat. Moneybagg Yo),Meek Mill,Expensive Pain,2021-10-01,53
7eDkIDGKVe5B5RmTiEPiXJ,Expensive Pain,Meek Mill,Expensive Pain,2021-10-01,44
1cHFHTOMDb3zHcDwumFSCw,On My Soul,Meek Mill,Expensive Pain,2021-10-01,46
3NqBxTOMCJ3zW9CIP51td4,Jugaste y Sufrí,Eslabon Armado,Corta Venas,2020-12-18,77
67lvhLT01Fq3GEIrt5RpPn,Outside (100 MPH),Meek Mill,Expensive Pain,2021-10-01,42
5W8HXMOMLtXLz0RGKUtnlZ,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",2021-09-30,67
1utDFK1ARQcuZSwapf3cfb,The Feels,TWICE,The Feels,2021-10-01,65
42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,Meek Mill,Dreams and Nightmares (Deluxe Edition),2012-10-26,74
7u5305l9KSUD6hKfpl3QSQ,Love Train,Meek Mill,Expensive Pain,2021-10-01,43
4HTY26kzdGCKJF1EqcRd2J,Feelin' Like Tunechi,Lil Wayne,Trust Fund Babies,2021-10-01,49
1wMxLpODBBQMC6CiIBIV8e,Giving Chanel,Meek Mill,HEATHENISM,2024-02-29,67
6G2xXQRSZlEzYsUEb3uvuR,Está Dañada,Ivan Cornejo,Alma Vacía,2021-08-20,74
1tf4Bfk8JIKryLpWYRvyiI,Whiskey And Rain,Michael Ray,Whiskey And Rain,2020-09-25,61
2XdxX7zN3lxeigURVDrZM4,My Universe (Tribute Version Originally Performed By Coldplay X BTS),Newage 6.5,Simply Tributes Trackz Vol 6,2022-02-16,1
14RtRKcWhxg2qPGLMR21tf,Bad Morning,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,56
2DTpP3caqX3QdJIEoS83mD,Your Heart,Joyner Lucas,Your Heart,2021-09-24,65
1t55dGrBkLvKDzNa9QJ3LV,too easy,Gunna,DS4EVER,2022-01-13,62
2f2WskmLwsLtGkjntD8NG7,No Where,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,59
2TDP5T7TSnD5oVn4Irg585,Hold Me Down,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,51
2cEnKRR4dYBB2VA1mjlb1z,Nevada,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,71
22mxylGJ4gUVXc70E7BrPJ,50 Shots,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,53
4ysh4U8WPIuKS8Ff1ttSaS,Smoke Strong,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,52
7CK0O8SL6liw5eoHCRAcJf,Break or Make Me,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,55
0UFXtWjUoj6mMOcIhuwKoM,Sincerely,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,51
1BCHhb7Zd9mK4X602uhZi3,I Can't Take It Back,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,51
6nGwQVNLVqjUOPdzqIwB7U,Forgiato,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,49
36Mtea491T9xLpYuaY86EU,Rich Shit,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,46
1TlTzdsEpgfsmbuNfYmWfG,For Tonight,Giveon,Give Or Take,2022-06-24,66
0sr0YMdDTNNr4Lv4VnI3C8,Baddest Thing,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,51
1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),Blxst,No Love Lost (Deluxe),2020-12-04,71
4JPSK2W012QBtOtO3HJl9E,Toxic Punk,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,54
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,MONTERO,2021-09-17,80
1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,81
6bpq1jGkVz66Q3LYeoXdjZ,SCOOP (feat. Doja Cat),Lil Nas X,MONTERO,2021-09-17,62
7zQirOExB0VR8yWUOqYeio,DOLLA SIGN SLIME (feat. Megan Thee Stallion),Lil Nas X,MONTERO,2021-09-17,56
2hoR8CosGo9F4dTrE056ea,On My Side,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,53
3grVoZ10bm2jUGpo7BxpuF,DEAD RIGHT NOW,Lil Nas X,MONTERO,2021-09-17,54
2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,CKay The First,2019-08-30,78
5S4PZ7AuYlYiVIVik3wHUf,TALES OF DOMINICA,Lil Nas X,MONTERO,2021-09-17,60
3JR2RztQcOjUQGQSybxDIO,ONE OF ME (feat. Elton John),Lil Nas X,MONTERO,2021-09-17,52
6th8IdY4lYeM0QlSQJhhkp,LOST IN THE CITADEL,Lil Nas X,MONTERO,2021-09-17,53
6isTQfKXhNO3EyJd9mSxx8,AM I DREAMING (feat. Miley Cyrus),Lil Nas X,MONTERO,2021-09-17,59
4HD9SLK4s9rwRyuFt3n8N7,Same Boat,Zac Brown Band,The Comeback,2021-10-15,58
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,=,2021-10-29,84
5SixeLvPsYpk7qq9lo5xYg,Have Mercy,Chlöe,Have Mercy,2021-09-10,67
0UTyLmkQgPOEIz95OVAJTR,range brothers (with Kendrick Lamar),Baby Keem,The Melodic Blue,2021-09-10,61
2CMVajzxRuxsFNzYFkzjTb,Life Support,YoungBoy Never Broke Again,"Sincerely, Kentrell",2021-10-05,57
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,76
6pmNoWKk0r6zfIjWneJRxR,Lonely (with Lil Wayne),DaBaby,Lonely (with Lil Wayne),2021-09-09,59
7uQZVznj0uQOGC9KhV2Mg6,LALISA,LISA,LALISA,2021-09-10,71
0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),Drake,Certified Lover Boy,2021-09-03,75
37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),Drake,Certified Lover Boy,2021-09-03,76
5Q12oF5TRQL7AQsEY1PZcp,V: Fair Trade Death March,RENT STRIKE,IX,2018-01-11,28
2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,Drake,Certified Lover Boy,2021-09-03,74
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,2021-09-03,79
